Rk,Team,Date,SCA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,SCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
2045,West Ham,2025-04-01,16,@,Wolves,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,16,13,0,0,1,2,0,Match Report
2046,Leganés,2024-08-25,16,,Las Palmas,es La Liga,W 2-1,2,1,+1,39,2,0,1,1,16,11,1,1,0,1,2,Match Report
2047,Liverpool,2025-02-16,16,,Wolves,eng Premier League,W 2-1,2,1,+1,50,1,1,1,0,16,13,1,0,1,1,0,Match Report
2048,Liverpool,2024-09-28,16,@,Wolves,eng Premier League,W 2-1,2,1,+1,55,1,1,1,0,16,12,1,0,1,2,0,Match Report
2049,Aston Villa,2025-02-19,16,,Liverpool,eng Premier League,D 2-2,2,2,0,52,2,0,0,0,16,12,1,1,1,1,0,Match Report
2050,Aston Villa,2024-12-01,16,@,Chelsea,eng Premier League,L 0-3,0,3,-3,36,0,0,0,0,16,8,4,1,2,1,0,Match Report
2051,Wolves,2025-01-20,16,@,Chelsea,eng Premier League,L 1-3,1,3,-2,37,1,0,0,0,16,15,1,0,0,0,0,Match Report
2052,Wolves,2024-12-22,16,@,Leicester City,eng Premier League,W 3-0,3,0,+3,46,3,0,0,0,16,15,0,0,0,1,0,Match Report
2053,Wolves,2024-09-21,16,@,Aston Villa,eng Premier League,L 1-3,1,3,-2,47,1,0,0,0,16,8,3,3,2,0,0,Match Report
2054,Alavés,2024-09-20,16,,Sevilla,es La Liga,W 2-1,2,1,+1,35,2,0,0,0,16,9,1,1,1,3,1,Match Report
2055,Girona,2024-12-07,16,,Real Madrid,es La Liga,L 0-3,0,3,-3,42,0,0,0,0,16,14,0,2,0,0,0,Match Report
2056,Girona,2024-09-29,16,@,Celta Vigo,es La Liga,D 1-1,1,1,0,52,1,0,0,0,16,13,2,0,1,0,0,Match Report
2057,Girona,2024-09-21,16,@,Valencia,es La Liga,L 0-2,0,2,-2,67,0,0,0,0,16,12,2,1,1,0,0,Match Report
2058,Atalanta,2025-04-06,16,,Lazio,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,16,12,4,0,0,0,0,Match Report
2059,Rayo Vallecano,2025-02-22,16,,Villarreal,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,16,12,2,1,0,1,0,Match Report
2060,Rayo Vallecano,2025-02-17,16,@,Barcelona,es La Liga,L 0-1,0,1,-1,41,0,0,0,0,16,12,3,0,1,0,0,Match Report
2061,Rayo Vallecano,2024-11-24,16,@,Sevilla,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,16,10,1,1,1,2,1,Match Report
2062,Mainz 05,2025-02-08,16,,Augsburg,de Bundesliga,D 0-0,0,0,0,66,0,0,0,0,16,12,0,2,1,0,1,Match Report
2063,Leicester City,2025-02-01,16,@,Everton,eng Premier League,L 0-4,0,4,-4,52,0,0,0,0,16,13,2,0,1,0,0,Match Report
2064,Leicester City,2024-09-14,16,@,Crystal Palace,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,16,8,3,3,1,1,0,Match Report
2065,Leicester City,2024-08-24,16,@,Fulham,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,16,8,4,1,1,2,0,Match Report
2066,Empoli,2024-12-13,16,,Torino,it Serie A,L 0-1,0,1,-1,59,0,0,0,0,16,13,0,0,0,1,2,Match Report
2067,Empoli,2024-11-04,16,,Como,it Serie A,W 1-0,1,0,+1,42,1,0,0,0,16,11,1,1,1,1,1,Match Report
2068,Espanyol,2025-02-22,16,@,Alavés,es La Liga,W 1-0,1,0,+1,38,1,0,0,0,16,11,1,1,1,2,0,Match Report
2069,Espanyol,2024-11-23,16,@,Girona,es La Liga,L 1-4,1,4,-3,25,1,0,0,0,16,13,1,1,1,0,0,Match Report
2070,Espanyol,2024-09-14,16,,Alavés,es La Liga,W 3-2,3,2,+1,39,2,1,1,0,16,11,1,1,1,2,0,Match Report
2071,RB Leipzig,2024-12-07,16,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,44,1,1,1,0,16,11,0,3,1,1,0,Match Report
2072,RB Leipzig,2024-11-30,16,,Wolfsburg,de Bundesliga,L 1-5,1,5,-4,63,1,0,0,0,16,11,2,0,1,2,0,Match Report
2073,RB Leipzig,2024-10-19,16,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,47,2,0,0,0,16,13,1,0,1,0,1,Match Report
2074,Sevilla,2025-03-09,16,@,Real Sociedad,es La Liga,W 1-0,1,0,+1,39,1,0,0,0,16,13,1,0,2,0,0,Match Report
2075,Venezia,2024-08-25,16,@,Fiorentina,it Serie A,D 0-0,0,0,0,46,0,0,0,0,16,10,3,1,0,2,0,Match Report
2076,Bochum,2024-09-27,16,@,Dortmund,de Bundesliga,L 2-4,2,4,-2,34,2,0,0,0,16,16,0,0,0,0,0,Match Report
2077,Ipswich Town,2024-12-21,16,,Newcastle Utd,eng Premier League,L 0-4,0,4,-4,42,0,0,0,0,16,13,1,2,0,0,0,Match Report
2078,Ipswich Town,2024-10-26,16,@,Brentford,eng Premier League,L 3-4,3,4,-1,35,3,0,0,0,16,15,1,0,0,0,0,Match Report
2079,Ipswich Town,2024-10-05,16,@,West Ham,eng Premier League,L 1-4,1,4,-3,48,1,0,0,0,16,12,2,1,0,1,0,Match Report
2080,Manchester City,2025-04-06,16,@,Manchester Utd,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,16,12,1,0,0,3,0,Match Report
2081,Manchester City,2024-12-15,16,,Manchester Utd,eng Premier League,L 1-2,1,2,-1,52,1,0,0,0,16,10,2,1,2,1,0,Match Report
2082,Lille,2024-09-01,16,,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,42,1,0,0,0,16,13,1,1,0,1,0,Match Report
2083,Brentford,2025-04-06,16,,Chelsea,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,16,14,1,0,0,1,0,Match Report
2084,Roma,2024-10-31,16,,Torino,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,16,12,2,1,0,0,1,Match Report
2085,Saint-Étienne,2024-09-20,16,@,Nice,fr Ligue 1,L 0-8,0,8,-8,41,0,0,0,0,16,14,0,1,0,0,1,Match Report
2086,Everton,2025-01-15,16,,Aston Villa,eng Premier League,L 0-1,0,1,-1,50,0,0,0,0,16,14,1,0,0,1,0,Match Report
2087,Everton,2024-12-26,16,@,Manchester City,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,16,12,2,1,1,0,0,Match Report
2088,Napoli,2025-03-30,16,,Milan,it Serie A,W 2-1,2,1,+1,51,2,0,0,0,16,12,1,3,0,0,0,Match Report
2089,Lyon,2025-02-16,16,@,Montpellier,fr Ligue 1,W 4-1,4,1,+3,62,4,0,0,0,16,13,0,2,1,0,0,Match Report
2090,Lyon,2025-02-02,16,@,Marseille,fr Ligue 1,L 2-3,2,3,-1,37,1,1,1,0,16,10,2,0,2,2,0,Match Report
2091,Inter,2025-01-26,16,@,Lecce,it Serie A,W 4-0,4,0,+4,51,3,1,1,0,16,11,0,1,1,1,2,Match Report
2092,Inter,2024-08-24,16,,Lecce,it Serie A,W 2-0,2,0,+2,61,1,1,1,0,16,9,1,0,2,3,1,Match Report
2093,Nantes,2025-01-10,16,,Monaco,fr Ligue 1,D 2-2,2,2,0,32,2,0,0,0,16,13,2,0,0,1,0,Match Report
2094,Nantes,2024-11-09,16,@,Lens,fr Ligue 1,L 2-3,2,3,-1,33,1,1,1,0,16,13,1,0,0,2,0,Match Report
2095,Nantes,2024-09-22,16,@,Angers,fr Ligue 1,D 1-1,1,1,0,50,1,0,0,0,16,10,3,2,1,0,0,Match Report
2096,Nantes,2024-08-31,16,@,Montpellier,fr Ligue 1,W 3-1,3,1,+2,31,2,1,1,0,16,12,2,1,1,0,0,Match Report
2097,Atlético Madrid,2024-08-25,16,,Girona,es La Liga,W 3-0,3,0,+3,43,3,0,0,0,16,15,0,0,0,0,1,Match Report
2098,Milan,2025-03-15,16,,Como,it Serie A,W 2-1,2,1,+1,42,2,0,0,0,16,13,1,2,0,0,0,Match Report
2099,Milan,2025-02-27,16,@,Bologna,it Serie A,L 1-2,1,2,-1,43,1,0,0,0,16,11,1,2,0,0,2,Match Report
2100,Valencia,2025-02-02,16,,Celta Vigo,es La Liga,W 2-1,2,1,+1,46,2,0,0,0,16,15,0,1,0,0,0,Match Report
2101,Valencia,2024-12-22,16,,Alavés,es La Liga,D 2-2,2,2,0,62,1,1,1,0,16,12,2,1,0,1,0,Match Report
2102,Valencia,2024-09-28,16,@,Real Sociedad,es La Liga,L 0-3,0,3,-3,39,0,0,0,0,16,10,4,0,0,1,1,Match Report
2103,Juventus,2024-09-21,16,,Napoli,it Serie A,D 0-0,0,0,0,64,0,0,0,0,16,15,0,1,0,0,0,Match Report
2104,Juventus,2024-08-26,16,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,60,2,1,1,0,16,12,0,2,0,1,1,Match Report
2105,Paris S-G,2025-01-18,16,@,Lens,fr Ligue 1,W 2-1,2,1,+1,66,2,0,0,0,16,14,0,1,0,0,1,Match Report
2106,Real Sociedad,2025-01-19,16,@,Valencia,es La Liga,L 0-1,0,1,-1,64,0,0,0,0,16,12,2,2,0,0,0,Match Report
2107,Real Sociedad,2024-11-03,16,@,Sevilla,es La Liga,W 2-0,2,0,+2,45,1,1,1,0,16,10,2,1,1,1,1,Match Report
2108,Nott'ham Forest,2024-11-10,16,,Newcastle Utd,eng Premier League,L 1-3,1,3,-2,44,1,0,0,0,16,12,3,0,0,1,0,Match Report
2109,Brest,2025-02-07,16,@,Nantes,fr Ligue 1,W 2-0,2,0,+2,42,2,0,0,0,16,11,2,0,0,3,0,Match Report
2110,Betis,2025-02-02,16,,Athletic Club,es La Liga,D 2-2,2,2,0,53,2,0,0,0,16,13,0,2,1,0,0,Match Report
2111,Monaco,2025-02-07,16,@,Paris S-G,fr Ligue 1,L 1-4,1,4,-3,37,1,0,0,0,16,15,0,0,1,0,0,Match Report
2112,Lecce,2024-12-01,16,,Juventus,it Serie A,D 1-1,1,1,0,39,1,0,0,0,16,13,1,1,0,0,1,Match Report
2113,Las Palmas,2025-03-09,15,@,Betis,es La Liga,L 0-1,0,1,-1,33,0,0,0,0,15,9,2,1,0,2,1,Match Report
2114,Osasuna,2024-10-27,15,@,Real Sociedad,es La Liga,W 2-0,2,0,+2,26,2,0,0,0,15,11,0,1,1,2,0,Match Report
2115,Osasuna,2024-09-01,15,,Celta Vigo,es La Liga,W 3-2,3,2,+1,50,2,0,0,0,15,8,3,0,4,0,0,Match Report
2116,Torino,2025-02-14,15,@,Bologna,it Serie A,L 2-3,2,3,-1,35,2,0,0,0,15,11,2,1,1,0,0,Match Report
2117,Nice,2025-01-03,15,,Rennes,fr Ligue 1,W 3-2,3,2,+1,47,3,0,0,0,15,14,0,0,0,1,0,Match Report
2118,Valladolid,2025-02-01,15,@,Villarreal,es La Liga,L 1-5,1,5,-4,47,1,0,0,0,15,9,2,2,1,1,0,Match Report
2119,Valladolid,2024-12-07,15,@,Las Palmas,es La Liga,L 1-2,1,2,-1,42,1,0,0,0,15,11,1,1,0,1,1,Match Report
2120,Heidenheim,2025-01-18,15,,St. Pauli,de Bundesliga,L 0-2,0,2,-2,60,0,0,0,0,15,9,3,1,0,2,0,Match Report
2121,Manchester Utd,2025-02-22,15,@,Everton,eng Premier League,D 2-2,2,2,0,62,2,0,0,0,15,8,1,1,3,2,0,Match Report
2122,Manchester Utd,2024-12-30,15,,Newcastle Utd,eng Premier League,L 0-2,0,2,-2,52,0,0,0,0,15,11,3,0,1,0,0,Match Report
2123,Manchester Utd,2024-10-06,15,@,Aston Villa,eng Premier League,D 0-0,0,0,0,47,0,0,0,0,15,8,1,2,2,1,1,Match Report
2124,Bologna,2024-08-25,15,@,Napoli,it Serie A,L 0-3,0,3,-3,61,0,0,0,0,15,12,0,1,1,0,1,Match Report
2125,Monza,2025-04-05,15,,Como,it Serie A,L 1-3,1,3,-2,42,1,0,0,0,15,12,1,0,1,1,0,Match Report
2126,Monza,2024-11-30,15,@,Como,it Serie A,D 1-1,1,1,0,45,0,1,1,0,15,10,2,0,1,2,0,Match Report
2127,Monza,2024-10-21,15,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,41,3,0,0,0,15,10,4,1,0,0,0,Match Report
2128,Montpellier,2024-08-18,15,,Strasbourg,fr Ligue 1,D 1-1,1,1,0,42,0,1,1,0,15,11,1,0,1,1,1,Match Report
2129,Como,2025-02-16,15,@,Fiorentina,it Serie A,W 2-0,2,0,+2,49,2,0,0,0,15,11,1,2,1,0,0,Match Report
2130,Como,2024-12-23,15,@,Inter,it Serie A,L 0-2,0,2,-2,38,0,0,0,0,15,11,2,0,0,1,1,Match Report
2131,Villarreal,2025-03-30,15,@,Getafe,es La Liga,W 2-1,2,1,+1,45,2,0,0,0,15,12,1,1,1,0,0,Match Report
2132,Holstein Kiel,2025-03-29,15,,Werder Bremen,de Bundesliga,L 0-3,0,3,-3,55,0,0,0,0,15,12,0,0,2,1,0,Match Report
2133,Holstein Kiel,2024-10-26,15,@,Stuttgart,de Bundesliga,L 1-2,1,2,-1,42,1,0,0,0,15,11,2,0,2,0,0,Match Report
2134,Holstein Kiel,2024-10-05,15,@,Leverkusen,de Bundesliga,D 2-2,2,2,0,26,1,1,1,0,15,7,3,2,2,1,0,Match Report
2135,Athletic Club,2025-03-09,15,,Mallorca,es La Liga,D 1-1,1,1,0,55,1,0,0,0,15,10,0,4,0,1,0,Match Report
2136,Athletic Club,2024-09-15,15,@,Las Palmas,es La Liga,W 3-2,3,2,+1,36,3,0,0,0,15,10,1,2,1,0,1,Match Report
2137,Athletic Club,2024-08-24,15,@,Barcelona,es La Liga,L 1-2,1,2,-1,36,0,1,1,0,15,12,0,2,0,1,0,Match Report
2138,Gladbach,2025-02-15,15,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,48,2,0,0,0,15,15,0,0,0,0,0,Match Report
2139,Gladbach,2024-09-28,15,,Union Berlin,de Bundesliga,W 1-0,1,0,+1,62,1,0,0,0,15,14,1,0,0,0,0,Match Report
2140,Southampton,2025-02-01,15,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,15,10,1,0,4,0,0,Match Report
2141,Southampton,2024-10-05,15,@,Arsenal,eng Premier League,L 1-3,1,3,-2,41,1,0,0,0,15,10,1,1,2,0,1,Match Report
2142,Toulouse,2025-04-06,15,@,Marseille,fr Ligue 1,L 2-3,2,3,-1,33,2,0,0,0,15,11,2,0,0,2,0,Match Report
2143,Toulouse,2024-10-05,15,@,Lille,fr Ligue 1,L 1-2,1,2,-1,43,1,0,0,0,15,12,1,1,1,0,0,Match Report
2144,Fiorentina,2025-03-16,15,,Juventus,it Serie A,W 3-0,3,0,+3,38,3,0,0,0,15,11,1,0,2,1,0,Match Report
2145,Fiorentina,2024-12-08,15,,Cagliari,it Serie A,W 1-0,1,0,+1,49,1,0,0,0,15,13,0,0,1,1,0,Match Report
2146,Wolfsburg,2024-12-08,15,,Mainz 05,de Bundesliga,W 4-3,4,3,+1,44,4,0,0,0,15,9,1,1,2,2,0,Match Report
2147,Wolfsburg,2024-11-23,15,,Union Berlin,de Bundesliga,W 1-0,1,0,+1,55,1,0,0,0,15,13,0,0,0,2,0,Match Report
2148,Wolfsburg,2024-09-22,15,@,Leverkusen,de Bundesliga,L 3-4,3,4,-1,22,2,0,0,0,15,10,2,2,0,1,0,Match Report
2149,Marseille,2025-02-22,15,@,Auxerre,fr Ligue 1,L 0-3,0,3,-3,79,0,0,0,0,15,11,3,0,1,0,0,Match Report
2150,Marseille,2024-12-14,15,,Lille,fr Ligue 1,D 1-1,1,1,0,56,1,0,0,0,15,8,2,5,0,0,0,Match Report
2151,Marseille,2024-12-01,15,,Monaco,fr Ligue 1,W 2-1,2,1,+1,63,1,1,1,0,15,13,0,1,0,1,0,Match Report
2152,Marseille,2024-09-22,15,@,Lyon,fr Ligue 1,W 3-2,3,2,+1,37,3,0,0,0,15,10,2,1,2,0,0,Match Report
2153,Stuttgart,2025-03-29,15,@,Eint Frankfurt,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,15,10,3,2,0,0,0,Match Report
2154,Stuttgart,2025-01-25,15,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,15,12,1,0,2,0,0,Match Report
2155,Auxerre,2025-02-09,15,,Toulouse,fr Ligue 1,D 2-2,2,2,0,53,2,0,0,0,15,11,1,2,1,0,0,Match Report
2156,Werder Bremen,2025-02-21,15,@,Freiburg,de Bundesliga,L 0-5,0,5,-5,63,0,0,1,1,15,12,0,0,2,1,0,Match Report
2157,Werder Bremen,2024-11-23,15,@,Eint Frankfurt,de Bundesliga,L 0-1,0,1,-1,50,0,0,0,0,15,13,0,0,1,0,1,Match Report
2158,Angers,2024-10-04,15,@,Marseille,fr Ligue 1,D 1-1,1,1,0,24,1,0,0,0,15,7,2,1,1,2,2,Match Report
2159,Lazio,2025-04-06,15,@,Atalanta,it Serie A,W 1-0,1,0,+1,42,1,0,0,0,15,11,2,1,1,0,0,Match Report
2160,Getafe,2024-08-15,15,@,Athletic Club,es La Liga,D 1-1,1,1,0,32,1,0,0,0,15,5,7,1,0,2,0,Match Report
2161,Union Berlin,2025-03-30,15,@,Freiburg,de Bundesliga,W 2-1,2,1,+1,28,2,0,0,0,15,13,0,0,1,1,0,Match Report
2162,Union Berlin,2024-09-28,15,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,38,0,0,0,0,15,11,3,0,0,1,0,Match Report
2163,West Ham,2024-12-21,15,,Brighton,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,15,8,2,0,4,0,1,Match Report
2164,Leganés,2025-02-23,15,@,Real Sociedad,es La Liga,L 0-3,0,3,-3,45,0,0,0,0,15,12,1,0,1,1,0,Match Report
2165,Leganés,2025-02-15,15,,Alavés,es La Liga,D 3-3,3,3,0,43,1,2,2,0,15,6,3,1,2,3,0,Match Report
2166,Leganés,2024-10-04,15,,Valencia,es La Liga,D 0-0,0,0,0,59,0,0,0,0,15,9,2,2,1,1,0,Match Report
2167,Reims,2025-02-28,15,@,Monaco,fr Ligue 1,L 0-3,0,3,-3,44,0,0,0,0,15,14,0,1,0,0,0,Match Report
2168,Reims,2024-12-14,15,,Monaco,fr Ligue 1,D 0-0,0,0,0,36,0,0,0,0,15,11,2,0,1,0,1,Match Report
2169,Liverpool,2024-10-27,15,@,Arsenal,eng Premier League,D 2-2,2,2,0,55,2,0,0,0,15,13,1,1,0,0,0,Match Report
2170,Aston Villa,2025-04-02,15,@,Brighton,eng Premier League,W 3-0,3,0,+3,44,3,0,0,0,15,13,0,0,0,2,0,Match Report
2171,Aston Villa,2024-09-21,15,,Wolves,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,15,12,2,0,0,1,0,Match Report
2172,Wolves,2025-04-01,15,,West Ham,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,15,8,2,2,0,2,1,Match Report
2173,Alavés,2025-04-05,15,@,Girona,es La Liga,W 1-0,1,0,+1,36,1,0,0,0,15,11,2,1,0,0,1,Match Report
2174,Alavés,2025-03-14,15,@,Las Palmas,es La Liga,D 2-2,2,2,0,39,2,0,0,0,15,12,1,2,0,0,0,Match Report
2175,Alavés,2024-10-18,15,,Valladolid,es La Liga,L 2-3,2,3,-1,62,2,0,0,0,15,9,1,1,1,2,1,Match Report
2176,Alavés,2024-09-28,15,@,Getafe,es La Liga,L 0-2,0,2,-2,54,0,0,0,0,15,10,3,0,1,1,0,Match Report
2177,Girona,2024-08-29,15,,Osasuna,es La Liga,W 4-0,4,0,+4,60,4,0,0,0,15,12,2,0,0,0,1,Match Report
2178,Atalanta,2024-09-24,15,,Como,it Serie A,L 2-3,2,3,-1,59,1,1,1,0,15,12,0,2,0,1,0,Match Report
2179,Rayo Vallecano,2025-01-19,15,@,Osasuna,es La Liga,D 1-1,1,1,0,48,1,0,0,0,15,8,3,2,1,1,0,Match Report
2180,Rayo Vallecano,2024-12-22,15,@,Betis,es La Liga,D 1-1,1,1,0,45,1,0,0,0,15,11,2,0,2,0,0,Match Report
2181,Rayo Vallecano,2024-08-27,15,,Barcelona,es La Liga,L 1-2,1,2,-1,36,1,0,0,0,15,11,3,0,0,0,1,Match Report
2182,Mainz 05,2025-01-19,15,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,66,0,1,1,0,15,12,1,0,0,2,0,Match Report
2183,Leicester City,2025-02-21,15,,Brentford,eng Premier League,L 0-4,0,4,-4,48,0,0,0,0,15,13,0,2,0,0,0,Match Report
2184,Leicester City,2024-12-03,15,,West Ham,eng Premier League,W 3-1,3,1,+2,39,3,0,0,0,15,13,1,1,0,0,0,Match Report
2185,Leicester City,2024-08-31,15,,Aston Villa,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,15,11,1,1,0,2,0,Match Report
2186,Empoli,2025-02-02,15,@,Juventus,it Serie A,L 1-4,1,4,-3,45,1,0,0,0,15,8,3,1,0,2,1,Match Report
2187,Empoli,2024-09-14,15,,Juventus,it Serie A,D 0-0,0,0,0,35,0,0,0,0,15,10,3,1,1,0,0,Match Report
2188,Freiburg,2024-12-21,15,@,Leverkusen,de Bundesliga,L 1-5,1,5,-4,33,1,0,0,0,15,12,1,0,1,1,0,Match Report
2189,Espanyol,2024-12-22,15,@,Las Palmas,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,15,13,1,1,0,0,0,Match Report
2190,Espanyol,2024-09-21,15,@,Real Madrid,es La Liga,L 1-4,1,4,-3,27,0,0,0,0,15,9,2,1,2,0,1,Match Report
2191,Espanyol,2024-08-28,15,@,Atlético Madrid,es La Liga,D 0-0,0,0,0,37,0,0,0,0,15,10,2,1,1,1,0,Match Report
2192,Sevilla,2024-11-03,15,,Real Sociedad,es La Liga,L 0-2,0,2,-2,55,0,0,0,0,15,13,0,2,0,0,0,Match Report
2193,Sevilla,2024-09-20,15,@,Alavés,es La Liga,L 1-2,1,2,-1,65,1,0,0,0,15,12,1,2,0,0,0,Match Report
2194,Sevilla,2024-09-14,15,,Getafe,es La Liga,W 1-0,1,0,+1,60,1,0,0,0,15,11,1,3,0,0,0,Match Report
2195,Dortmund,2024-08-31,15,@,Werder Bremen,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,15,11,1,3,0,0,0,Match Report
2196,Venezia,2024-12-14,15,@,Juventus,it Serie A,D 2-2,2,2,0,31,2,0,0,0,15,10,2,1,1,1,0,Match Report
2197,Newcastle Utd,2024-09-01,15,,Tottenham,eng Premier League,W 2-1,2,1,+1,35,2,0,0,0,15,10,3,0,1,0,1,Match Report
2198,Bochum,2025-03-08,15,@,Bayern Munich,de Bundesliga,W 3-2,3,2,+1,27,3,0,0,0,15,11,1,0,1,1,1,Match Report
2199,Ipswich Town,2025-01-19,15,,Manchester City,eng Premier League,L 0-6,0,6,-6,33,0,0,0,0,15,8,3,1,1,2,0,Match Report
2200,Strasbourg,2024-12-15,15,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,44,3,0,0,0,15,11,1,1,2,0,0,Match Report
2201,Cagliari,2024-12-08,15,@,Fiorentina,it Serie A,L 0-1,0,1,-1,51,0,0,0,0,15,7,3,2,2,1,0,Match Report
2202,Leverkusen,2025-02-02,15,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,48,3,0,0,0,15,12,0,2,1,0,0,Match Report
2203,Leverkusen,2024-11-30,15,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,62,2,0,0,0,15,10,2,0,0,3,0,Match Report
2204,Lille,2025-02-22,15,,Monaco,fr Ligue 1,W 2-1,2,1,+1,43,2,0,0,0,15,13,0,1,1,0,0,Match Report
2205,Brentford,2024-12-27,15,@,Brighton,eng Premier League,D 0-0,0,0,0,43,0,0,0,0,15,14,1,0,0,0,0,Match Report
2206,Brentford,2024-10-19,15,@,Manchester Utd,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,15,11,1,2,0,1,0,Match Report
2207,Brentford,2024-09-28,15,,West Ham,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,15,13,0,0,0,2,0,Match Report
2208,Brentford,2024-09-14,15,@,Manchester City,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,15,12,3,0,0,0,0,Match Report
2209,Brentford,2024-08-25,15,@,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,15,7,3,1,1,3,0,Match Report
2210,Brentford,2024-08-18,15,,Crystal Palace,eng Premier League,W 2-1,2,1,+1,46,2,0,0,0,15,11,1,2,1,0,0,Match Report
2211,Saint-Étienne,2025-01-12,15,@,Paris S-G,fr Ligue 1,L 1-2,1,2,-1,41,1,0,0,0,15,12,0,1,1,1,0,Match Report
2212,Everton,2024-10-05,15,,Newcastle Utd,eng Premier League,D 0-0,0,0,0,33,0,0,0,0,15,12,0,1,1,1,0,Match Report
2213,Everton,2024-09-28,15,,Crystal Palace,eng Premier League,W 2-1,2,1,+1,41,2,0,0,0,15,8,3,0,0,2,2,Match Report
2214,Everton,2024-08-17,15,,Brighton,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,15,11,1,0,1,1,1,Match Report
2215,Napoli,2024-10-20,15,@,Empoli,it Serie A,W 1-0,1,0,+1,50,0,1,1,0,15,7,2,3,2,1,0,Match Report
2216,Nantes,2024-08-25,15,,Auxerre,fr Ligue 1,W 2-0,2,0,+2,36,2,0,0,0,15,8,1,4,1,1,0,Match Report
2217,Atlético Madrid,2025-02-22,15,@,Valencia,es La Liga,W 3-0,3,0,+3,51,3,0,0,0,15,12,0,0,1,1,1,Match Report
2218,Atlético Madrid,2025-02-15,15,,Celta Vigo,es La Liga,D 1-1,1,1,0,34,1,0,0,0,15,10,2,1,1,1,0,Match Report
2219,Atlético Madrid,2024-09-26,15,@,Celta Vigo,es La Liga,W 1-0,1,0,+1,42,1,0,0,0,15,13,1,0,1,0,0,Match Report
2220,Milan,2024-10-19,15,,Udinese,it Serie A,W 1-0,1,0,+1,44,1,0,0,0,15,13,0,1,1,0,0,Match Report
2221,Valencia,2025-03-30,15,,Mallorca,es La Liga,W 1-0,1,0,+1,44,1,0,0,0,15,10,1,0,1,1,2,Match Report
2222,Valencia,2025-01-03,15,,Real Madrid,es La Liga,L 1-2,1,2,-1,38,1,0,0,0,15,13,0,1,1,0,0,Match Report
2223,Valencia,2024-09-21,15,,Girona,es La Liga,W 2-0,2,0,+2,33,2,0,0,0,15,10,1,1,0,2,1,Match Report
2224,Real Sociedad,2025-03-16,15,@,Rayo Vallecano,es La Liga,D 2-2,2,2,0,45,2,0,0,0,15,13,1,0,0,1,0,Match Report
2225,Real Sociedad,2024-08-24,15,@,Espanyol,es La Liga,W 1-0,1,0,+1,66,1,0,0,0,15,10,1,2,1,1,0,Match Report
2226,Parma,2025-04-05,15,,Inter,it Serie A,D 2-2,2,2,0,37,2,0,0,0,15,13,0,1,1,0,0,Match Report
2227,Parma,2024-12-28,15,,Monza,it Serie A,W 2-1,2,1,+1,44,1,1,1,0,15,6,2,1,3,3,0,Match Report
2228,Parma,2024-11-23,15,,Atalanta,it Serie A,L 1-3,1,3,-2,45,1,0,0,0,15,10,1,2,2,0,0,Match Report
2229,Parma,2024-08-24,15,,Milan,it Serie A,W 2-1,2,1,+1,39,2,0,0,0,15,13,0,2,0,0,0,Match Report
2230,Eint Frankfurt,2024-10-19,15,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,46,0,1,1,0,15,10,1,1,1,2,0,Match Report
2231,Brest,2024-09-22,15,,Toulouse,fr Ligue 1,W 2-0,2,0,+2,43,2,0,0,0,15,9,2,1,0,2,1,Match Report
